iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_5,omega_10,omega_15,omega_20,omega_25,omega_30
11250,1.0040611391325887,1.0042097712223026,1.0042075455622612,1.0339657551405586,1.0350714891974993,1.0161171241827522,1.0011004146777776,1.0003416090613588,1.0002531513536808,1.000188017505106,1.0007260002772012,1.00030213817039,1.0008180956001171,1.0007115147446388
11500,1.0039078868678795,1.0035781538297732,1.0036927241252198,1.0326091087113831,1.0345808321331478,1.0153473183800812,1.001221814983837,1.000292372204254,1.0002077936702538,1.0001783383904266,1.0006835713026245,1.0002245936065735,1.0008183459872138,1.00068456029628
11750,1.0036198063599084,1.003920680438564,1.0039393903979592,1.0307136543995352,1.0347787023738573,1.0146524100210927,1.0013154887339941,1.0003810329154244,1.0002440861486785,1.0002004244347251,1.0006722417195593,1.000205441730732,1.000831345734042,1.0007094922311528
12000,1.0038289115867842,1.0037780058843684,1.003696353196438,1.0304881337880478,1.0355093869073928,1.0142339373019653,1.0011028781640259,1.0003084694836164,1.000162320639319,1.000172243488199,1.0007211313163644,1.0001559669395474,1.0008602922291145,1.0007167574663018
12250,1.0040702048987789,1.0036165113640705,1.0034169859143918,1.029523818753772,1.036442259363932,1.0131723467070575,1.0010379528122784,1.0002930585475134,1.000170009704158,1.0001547546913128,1.0007782432475176,1.0001547951132108,1.0008911783035845,1.0007496024798306
12500,1.00418938183992,1.003910842566906,1.0037316906501406,1.028589763028421,1.0388307714728302,1.011988359937624,1.0010556053489017,1.0003481876359772,1.0002102653693783,1.0001684740260017,1.0008447892564658,1.000174914769257,1.0009268718075146,1.0007870988096468
12750,1.0042833206809914,1.0040573881898056,1.0038450950995597,1.0283117640040942,1.0394178411450108,1.0119337973358198,1.0009842486494018,1.0004270404630975,1.0002534863533408,1.0002447568780464,1.0008336039302324,1.0002428471177305,1.0008662516689775,1.0007014724414254
13000,1.0043012784330672,1.003628274981332,1.003457870551629,1.0291553371629665,1.0400466171703615,1.0108944577101304,1.0009427100670572,1.0004159588254138,1.000203708753891,1.0002342365721089,1.0008531499522872,1.0002592663762,1.0008516334639428,1.000696225508055
13250,1.0045004090863918,1.0035161278717852,1.0033493751533995,1.0296737391414306,1.042189088756465,1.010923820546355,1.0008282741259873,1.000408720788365,1.0002072715961718,1.0002661725023698,1.0008901263610204,1.000249459623766,1.000864032704439,1.0007208896732873
13500,1.0046490820489242,1.0038118130888323,1.0036409712404528,1.0298255632544353,1.0427544824420478,1.0105550337832556,1.0007303473861613,1.00050195355773,1.0002486119115495,1.0003047195815558,1.0009000319693013,1.0003130952746628,1.0008718971799468,1.000740432772114
13750,1.004402626990109,1.0037235067558614,1.003485047945045,1.0287916059009645,1.0430023524701537,1.0100378425087007,1.0006470641790557,1.0005126248617726,1.0002452854544261,1.0002984238916168,1.0008817588355157,1.0002916514684776,1.000873345885523,1.000711338323684
14000,1.004466368661975,1.003779448213617,1.0035463324427207,1.027256421704974,1.0424897496645955,1.010017385536629,1.000540348996593,1.000481484906109,1.0002367923328188,1.00031641493882,1.0008728830676268,1.0002741986339527,1.0009136860482506,1.000692888054575
14250,1.0038858381269826,1.0034641239811324,1.00330333840877,1.0263508771815932,1.040510150750367,1.009386770836582,1.0005780135565066,1.0004966341243384,1.0002652238502694,1.0003225852589064,1.0008228764859526,1.0002934014948184,1.0008858472061564,1.0006479364257377
14500,1.003791551866491,1.003456054796514,1.003237720510921,1.0258680309930812,1.0391314122021122,1.0083533797505966,1.0007143668552516,1.0004633913851317,1.000303327198262,1.000342182110847,1.0007635955338143,1.0003011845578231,1.0009097249862442,1.0006576449094082
14750,1.003793944760346,1.003499933200849,1.0032183951800326,1.023859967591416,1.0368121321435344,1.0077331282921538,1.000777515224212,1.0004089917569068,1.0002853844862676,1.00031375542699,1.0007618364874782,1.0002755818510587,1.0008702684866306,1.000627282621877
15000,1.0037453334669473,1.0035008202638116,1.0032278229912406,1.0226636582907553,1.035817137463547,1.0074608186405187,1.0008391792804634,1.0003805578560307,1.0002937991660807,1.000256772840556,1.0007714876593818,1.000268422030015,1.0008276258845337,1.0006269521190918
15250,1.0036101715229362,1.0035218360707283,1.0033420948880087,1.023641073069135,1.0363832448411223,1.0072932201997606,1.0009582837839452,1.0003728364939515,1.000310022529281,1.0002771605771588,1.0007717735426565,1.000271955969874,1.0007981339388348,1.0006051505732505
15500,1.0033409157587043,1.0037459424607107,1.0036761402055168,1.0237734975030905,1.0364670600253447,1.007614006013215,1.0010201899487925,1.000364545503868,1.0003249589163523,1.0002895762367066,1.0006962563252175,1.0002625690875397,1.000733594593842,1.000526151032879
15750,1.003287976596145,1.0035618616729454,1.003541477079722,1.0229834688823938,1.0372682496598653,1.007557599198177,1.0010308199960867,1.0003283915989964,1.0003222075785518,1.0002665551767254,1.0006978712409915,1.000272374076861,1.0007287878988798,1.0005162621787211
16000,1.0031019796786194,1.0034748063473635,1.0035300829487142,1.0203921562666138,1.0379934594653413,1.0073673307281916,1.0009789144373948,1.0003073630009487,1.0003484785786518,1.0002858267213999,1.0006498629393636,1.0002687452263466,1.000691812269398,1.000491455174998
16250,1.0029743242994926,1.003376621742698,1.0034522906334291,1.0179295779024609,1.036861033911006,1.007500442546267,1.0010572096222554,1.0003038738680163,1.0003262399920334,1.0002854268454988,1.0006495913314504,1.0002412910384073,1.000668165189552,1.00048994562341
16500,1.0028539221485233,1.0030281882183083,1.0031255121308968,1.0162157270236154,1.033803041410184,1.0074476358547604,1.0011590825647863,1.0002977793714565,1.0003207345664586,1.000271468161561,1.0006369699266464,1.0002321386603847,1.0006860737550185,1.0005159480672494
16750,1.002601976272152,1.0030347722610227,1.0030989826787355,1.0145851136550414,1.0334187958025083,1.0071079321434506,1.0012955643905326,1.0003071470562,1.0003523976235291,1.0002487362829635,1.0005799123416597,1.0002200116185844,1.000647159221944,1.00048999922124
17000,1.0024937921336563,1.0034649040960775,1.0035439263734012,1.0141694833777894,1.0343227561061352,1.0069932839160483,1.0012411619518258,1.0002340836499133,1.0002598228585666,1.0002058372132419,1.000572636519885,1.0001470425916532,1.0006198799780677,1.000476806136874
17250,1.0023201628366711,1.003405364285137,1.0034754930754561,1.0132846035055165,1.0349949848592033,1.0068752375629761,1.001256414693716,1.000219107122156,1.0002559237439284,1.0001847054778035,1.000530433345758,1.0001527042563196,1.000552995699388,1.0004357542299862
17500,1.0024088441379997,1.0034860959564198,1.0035673894528039,1.0122733190042195,1.0348981864963938,1.0065721708608264,1.0013263727113468,1.0002387548424891,1.0002882702052844,1.0001767540117463,1.000551288388785,1.0001677384429246,1.000566854216564,1.0004425791845892
17750,1.0025348917234298,1.003360788422546,1.003503504513478,1.0108005480434243,1.035409457510209,1.0061875394986446,1.0012795887237032,1.0002502344922846,1.0002802610149513,1.0001938243377844,1.0005648326823988,1.0001916329408567,1.0005762982845843,1.0004411470314156
18000,1.002296001195475,1.00302289270963,1.0031609616553545,1.0092565226943442,1.036715613783201,1.0054872987516212,1.0012701007594271,1.0002498062198737,1.0002639843092596,1.000171929254065,1.0005517190398299,1.0001867048025426,1.0005227827623815,1.000409662743679
