iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_5,omega_10,omega_15
34500,1.0003255850067816,1.00118100772461,1.0012093006510174,1.006615973147898,1.0117100814525684,1.0054228711671032,1.0001295563228438,1.0000364466479705,1.000023389485609,1.000022159218905,1.0000156878688293
34750,1.000299842416401,1.0011553195192118,1.0011804276771994,1.006488356635466,1.011728929820338,1.005493218674859,1.0001152249954501,1.0000311120052723,1.000020763811411,1.000019555497336,1.00001558263
35000,1.0002851312850878,1.0011068768043097,1.0011141963201207,1.0063123640259117,1.0118566671681066,1.0055030409176555,1.0001252531516078,1.0000286873643474,1.0000203341294045,1.0000194471921329,1.0000147421292365
35250,1.0002844624510745,1.0009749168549893,1.0009850108814178,1.0060501424676205,1.0118983060852218,1.0054766187535065,1.000135115219527,1.000026289833119,1.0000177708472657,1.0000178902436059,1.0000130712959767
35500,1.0002794508402637,1.0009188656810686,1.000926209998925,1.0060604672283633,1.0119667760041289,1.0056494267451,1.0001137329738692,1.0000277760826832,1.000018037884708,1.00001912139933,1.000014100798831
35750,1.0002429869032217,1.0008252355495633,1.0008273740589289,1.0062628155561906,1.01181785621005,1.0055276355757234,1.0001134426763723,1.0000269558410944,1.0000189554377303,1.0000162851815602,1.0000125698106181
36000,1.000246024831634,1.0007946832283976,1.0007914136127403,1.0063363256241138,1.0115352484300832,1.0054163649250452,1.0001217301638339,1.0000236455884433,1.00001714660155,1.0000146457353511,1.0000102808466962
36250,1.0002444496547225,1.0007588503028133,1.0007486506775163,1.0063449511433942,1.0113491166105346,1.005552293262942,1.0001121617726263,1.0000251235656623,1.0000198248335328,1.0000151863485123,1.000010851295213
36500,1.0002458322143188,1.000778087483158,1.0007807717330202,1.0066187392029025,1.0111140170632178,1.0053884717968813,1.0001030559616106,1.0000242442398304,1.0000175165708762,1.0000153285883082,1.0000107675613938
36750,1.0002454904319624,1.0007970543246099,1.0007987152493927,1.0067515512185228,1.0108001539106168,1.005280899620402,1.0001099890316532,1.0000245802940493,1.0000176125679472,1.000014746693943,1.0000117446440528
37000,1.0002409873234046,1.0007940360119247,1.0008005134563438,1.0066296257945506,1.010607115614407,1.0052630820934565,1.0000961861127016,1.00002139964726,1.0000140618515436,1.0000123982652234,1.000009797052791
37250,1.0002340214082128,1.0007778774280185,1.0007898418958472,1.0065628361704666,1.0101582651471543,1.0050157628338467,1.0000867597067746,1.000022131803111,1.0000151737836591,1.0000123973073995,1.0000110387008012
37500,1.0002364629538585,1.0008454121879393,1.0008702284577875,1.0063370698140737,1.0096759817342322,1.0049647294345787,1.0000871376776221,1.0000266361478432,1.0000183849620925,1.0000175142686756,1.000012751106025
37750,1.000230199310735,1.000825094683842,1.0008504593526035,1.0062561996592707,1.0090741453220633,1.0049633561688072,1.0000874138455031,1.0000243754577478,1.0000175133283202,1.0000177476565097,1.0000138440202246
38000,1.000222812020511,1.0008216273289068,1.0008553210286188,1.006235016032379,1.0085702749608156,1.0050479257671887,1.0000808310899252,1.0000199600003314,1.0000168453020957,1.0000166799252468,1.0000129336180517
38250,1.0002206155728675,1.0008421892888497,1.0008822878590933,1.006420997102922,1.0082539234762422,1.0050138686446042,1.0000784373112677,1.0000193133569533,1.0000166092290408,1.0000161656926325,1.0000126875315685
38500,1.0002179859849192,1.000918560272992,1.0009732602804176,1.0065087275001123,1.0083877207285363,1.0050164298723283,1.0000736330466886,1.0000173468221667,1.0000163528207948,1.0000154062012225,1.0000101168466298
38750,1.0002080933469502,1.000954199777383,1.001019933734704,1.0064997930839772,1.008641663171046,1.0050159637936924,1.000085330571005,1.0000176232354065,1.0000141772445856,1.0000138169979211,1.000008173077063
39000,1.0002037924752578,1.0010020843541656,1.0010656110049811,1.0065565487310886,1.0086702380081212,1.0051588483762837,1.000070007604772,1.0000195580275004,1.0000155860594209,1.0000139497443779,1.0000095249243568
39250,1.0001976102455206,1.000971340131682,1.0010535803220924,1.0066118408376519,1.0086267150543493,1.0053665832045033,1.0000699714797678,1.00001946006136,1.0000154234316365,1.0000127745250023,1.0000115607427353
39500,1.000178843970641,1.0009196794217843,1.000993406143556,1.00671193243599,1.0086092023160453,1.005484586661653,1.0000776967185863,1.0000164492661439,1.0000145657190826,1.0000123596917405,1.0000104889543284
39750,1.0001952531416602,1.000854689833987,1.0009298135156544,1.0067705992244327,1.0085048413588955,1.0055473069321614,1.0000694382990567,1.0000154213535035,1.0000134329447419,1.000010966215071,1.0000101571691844
40000,1.0002089272515033,1.0008314749643137,1.0009096696835156,1.0066916651879207,1.00860945414502,1.0055773332586833,1.0000602026606409,1.0000157150948252,1.000014936823823,1.0000120753269195,1.0000111861352985
40250,1.0002691300444067,1.0008461593466444,1.0009309975471992,1.006511336995872,1.0087795907158208,1.0055572786340141,1.0000584683393163,1.00001954087301,1.0000232233554136,1.0000175369341602,1.0000128673705697
40500,1.000250936214423,1.00086797187134,1.0009430510588182,1.0064319116188951,1.0089749338883667,1.0053763382789465,1.0000576874247218,1.0000188586929013,1.0000198115052448,1.0000166562700246,1.0000125967808655
40750,1.00026875256456,1.0008892531876756,1.000963783124408,1.0062722137687945,1.0091053877280622,1.0052996000716754,1.0000507050832386,1.0000192528995253,1.0000201780893003,1.0000177774671357,1.0000125928510413
41000,1.0002734308973,1.0008730491462952,1.0009464960887684,1.0062948542262962,1.0089866487516876,1.0052428679231693,1.0000527282378662,1.0000209491450134,1.0000221562337872,1.0000186906526778,1.0000117428376023
41250,1.0002714462179692,1.0008127446355484,1.000881545645182,1.0064485730267718,1.00864776314523,1.0055224683472441,1.000051794436359,1.000019988929243,1.0000222654541995,1.0000187260194044,1.0000127287731821
41500,1.0002819756753387,1.0008140167584474,1.0008865621594925,1.006721907273462,1.0085131595731955,1.005423761374192,1.0000562620628464,1.0000207522224551,1.0000226982872498,1.000019208428418,1.0000135499434937
41750,1.0002803951203838,1.0008216000537473,1.0008835297343823,1.0067530752559137,1.008342974827511,1.0052802602380122,1.000062134148672,1.000020887624697,1.0000215887699553,1.0000181557284296,1.0000138996335908
42000,1.0002735659730657,1.0007960144909471,1.0008535459091572,1.0066531317883773,1.0082691927095342,1.0052511435843574,1.0000606927018107,1.0000202616029967,1.0000208132949184,1.000019213733623,1.0000137628064394
42250,1.0002879964018196,1.0007760924217763,1.0008388518106957,1.0067239249295934,1.0082678894416466,1.005345803922143,1.0000613227159816,1.0000226766680995,1.0000224758422482,1.0000197088734744,1.000013515165945
42500,1.0002842026012024,1.0007794655436681,1.0008447247596404,1.0067551718877943,1.0080960966384298,1.0053164585761332,1.0000559857792823,1.0000215203360328,1.0000216236371782,1.0000185161647472,1.0000127410588782
42750,1.0002872126953022,1.000812200917784,1.0008857489406116,1.0068808485406313,1.0079949574024438,1.0050991307788533,1.0000581003702749,1.0000188401230061,1.000021652083889,1.0000194834480451,1.0000120791435767
43000,1.0002818268286369,1.0007854890950192,1.0008635039398435,1.00672394083018,1.007956540764439,1.0050588987989362,1.0000590056625842,1.0000183799239561,1.0000196764885934,1.0000209259039587,1.0000125640465578
43250,1.000322596715488,1.000822306817801,1.0009026120103584,1.0064100827478875,1.0080161973520334,1.005104946905138,1.0000643946655328,1.0000196790284581,1.0000220114133487,1.0000266523682217,1.0000139942346633
43500,1.0003118417300523,1.000666978686225,1.0007403699217672,1.0062680841760756,1.008084231114768,1.0049965490613646,1.000061715514369,1.0000202532149367,1.0000205922781162,1.0000271998053067,1.0000131159745873
43750,1.0003084295651081,1.0006222201548522,1.0006941462192434,1.0059987714302447,1.0080456015446349,1.0051430789043712,1.0000602126706746,1.0000206602068253,1.0000214140984656,1.0000244142696286,1.0000133130796054
44000,1.0003152883702189,1.000606931454427,1.000673440655078,1.0057841202146056,1.0080047247005384,1.0050555779867678,1.0000642345913429,1.0000181333155806,1.000022612909315,1.0000269332286718,1.000013670391419
44250,1.0003076631462224,1.000528725623632,1.0005977775064325,1.0055573900131396,1.0080722540671048,1.0050847808423606,1.000059466376541,1.0000169093173052,1.0000207568053243,1.0000233693220026,1.000018280024641
44500,1.0002958914996554,1.000532790213402,1.0006028119155295,1.0054146960031483,1.0081053144377308,1.0049744049933709,1.0000644523611595,1.0000149877753872,1.0000197788663692,1.0000223221305284,1.000016718152855
44750,1.0002824540164041,1.0005179288310522,1.0005908086831217,1.0052559322501289,1.008100575959411,1.0048701750568745,1.0000684104250483,1.0000118035678027,1.0000172122167665,1.0000204759173563,1.0000154612613612
45000,1.0002770410757236,1.0005408097460073,1.0006145362253056,1.0049660115021637,1.007920119655824,1.0046443352783962,1.000068843278888,1.000011699525302,1.000016218525145,1.000019321569481,1.0000159028009008
45250,1.0002692029199138,1.0005661129385166,1.0006381045452002,1.0045934107737318,1.0077298263462577,1.0046291092300546,1.0000766605469777,1.0000105536317818,1.0000152553658264,1.0000196317052963,1.0000161752828258
45500,1.0002643141122316,1.0005527898110078,1.0006315973598658,1.0044901086160911,1.0076358619292451,1.0045984169729356,1.0000725483993171,1.0000106982888768,1.000016040056532,1.0000199353051975,1.0000167700338025
45750,1.0002767529030319,1.0005907573146118,1.000678360185148,1.0045381197847716,1.0074018903265467,1.004497373470999,1.000078296117238,1.0000113701729763,1.0000171779036957,1.0000207341220158,1.0000183216822898
46000,1.0002809294507797,1.000629269669529,1.0007320257996,1.0045864493943373,1.0072692032092305,1.0044906967783918,1.0000752647502953,1.0000125823846642,1.0000172242494991,1.0000227849240204,1.0000194099383046
46250,1.000269067823018,1.0006295924857025,1.000728669120634,1.0045555089537785,1.0072902279112235,1.004605267142566,1.0000799801009839,1.0000112963622814,1.0000152145324608,1.0000187658794422,1.0000172242599588
46500,1.0002665117099723,1.0006539698082755,1.0007531186277423,1.0044519323622183,1.0076319065128745,1.0045618092948103,1.0000916587584618,1.0000111038259438,1.0000151206163217,1.000018269838895,1.0000193937869093
46750,1.0002651822514845,1.0006458658858273,1.0007486784101636,1.0045298796010196,1.0076156120482682,1.0045764407421534,1.0000875776154374,1.0000112250996829,1.0000147908509782,1.0000186368203259,1.0000201433852651
47000,1.0002613994826892,1.0006454382471477,1.0007536251786064,1.004758361928649,1.007499106597544,1.004555107295617,1.0000868621345518,1.0000111292189322,1.0000162653618545,1.000019239101404,1.000019618506446
47250,1.0002640041983204,1.0006047851388218,1.0007008791650864,1.0049589311095748,1.0075276294446311,1.0044914898709214,1.0000873621884088,1.0000104825662623,1.000016299776768,1.000019943705862,1.0000199458800114
47500,1.0002638486501438,1.0005874116412214,1.0006874361987765,1.0050844239067136,1.007635868868389,1.004586954725241,1.0000858691364236,1.0000102545362746,1.0000175957677298,1.0000203775401848,1.0000216722887876
47750,1.0002682718249034,1.0005797292561933,1.000678191364919,1.0050471620007198,1.0074206070689453,1.0044996631216072,1.0000863920074163,1.0000103402403133,1.0000189655129346,1.000020016645514,1.0000223760123597
48000,1.0002985913870628,1.0005793365076308,1.0006826535621633,1.0050432239715685,1.0072922164821214,1.0044585665279375,1.0000891912285408,1.0000095339634765,1.0000198815379058,1.0000223560983932,1.000022240435975
48250,1.000299143786046,1.0005954853270218,1.0007025263319493,1.0051454812258473,1.0071147015953765,1.004517088263625,1.0000918342856997,1.000010572663665,1.0000219713217853,1.0000216037575569,1.0000243434508282
48500,1.0003006665416874,1.0006277017317384,1.000744255012533,1.0052851401772585,1.006794270229741,1.0044541489743886,1.0000903082557244,1.0000109591267043,1.0000218642837695,1.0000226886228594,1.0000253824420051
48750,1.0003075841379687,1.0006133778353923,1.0007422539164446,1.0053470137146492,1.006524144336729,1.0043579956212727,1.0000854277283793,1.000010891806546,1.0000217787130812,1.00002304575368,1.0000249309403386
49000,1.000297477664008,1.0005781518814663,1.0006990152000754,1.005376444567263,1.0063153587335787,1.0042922610256446,1.0000765409699526,1.0000111160270528,1.000022429658782,1.0000205807042926,1.0000241763632078
49250,1.0002978963922922,1.0005940899526624,1.0007123830244917,1.0052689365242011,1.006228204284862,1.0042300370171562,1.00007290818621,1.000011709819318,1.0000227038684242,1.0000202674153504,1.0000226040187312
49500,1.0002925215656706,1.000590754753927,1.0007096806637519,1.0052094354618526,1.0061453242984195,1.0041904616922575,1.0000824583353547,1.0000118033331082,1.0000229984282363,1.0000195770376819,1.0000216751615685
49750,1.0002821910013289,1.0005757503321577,1.0006981959573513,1.0053466975644458,1.0060420538729946,1.004048217075523,1.0000827461290314,1.0000113079415835,1.0000222554330642,1.0000190483223643,1.0000210544910402
