iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_5,omega_10,omega_15
15500,1.0003940907901039,1.0031329204159278,1.0032732729807043,1.0293390022855868,1.0255847770464648,1.0033717403858162,1.0003722796930619,1.0000254885453697,1.0000407904713866,1.0001378306075819,1.0000967064738604
15750,1.0003107433454588,1.0031213918404187,1.00325144442549,1.0284833839324814,1.0225985880257713,1.0036346460242165,1.0002918273993087,1.000015856575323,1.0000332672869012,1.0001300051599293,1.0000928553226938
16000,1.0003314730129307,1.0032378926171897,1.0033692302178838,1.0281788062554085,1.0204663179016142,1.0035830979106408,1.0003112475429234,1.000021320946795,1.0000489570403475,1.0001219847369387,1.0001101712720823
16250,1.0003727599183745,1.0032490795469577,1.003384725243948,1.0290605999264204,1.0182230333932472,1.0033970961300416,1.000302000014057,1.0000327709864363,1.0000565159185089,1.0001175614608369,1.000107530029075
16500,1.0004005262383877,1.0027234731252108,1.0028815401740245,1.0290425154905474,1.01574707891,1.003639674885595,1.0003457949147518,1.0000318361171907,1.00005619908039,1.000121908672806,1.0001022848595975
16750,1.000370465170462,1.0027996053668438,1.0029655218211753,1.0288326203291969,1.0135681009073436,1.0045115405859155,1.0004371576814575,1.000028622328331,1.0000526435870332,1.0001207121108826,1.0001093704851496
17000,1.000358779398462,1.0029604761329367,1.0031619562148892,1.0284010383050644,1.0121661018027335,1.0042782892252622,1.0003574813346066,1.0000285895556544,1.0000617401942047,1.0001102676999352,1.0000963416999165
17250,1.0004083183878483,1.0032059416956638,1.0034572066312761,1.027410477104152,1.0113438321928772,1.0044181870900037,1.000289498190813,1.0000374843541844,1.0000681533353477,1.0001103276619034,1.0001021502185614
17500,1.0004178243131372,1.0028804090308363,1.003125919789204,1.0256891720885895,1.0110876819563068,1.0044853896355372,1.000287492826967,1.0000344421392942,1.0000665201968801,1.0001101590256103,1.0001069425467284
17750,1.0004018197596887,1.0029454570266632,1.003207670695146,1.02298981341548,1.0114257216295977,1.0050978696674069,1.0002797469756395,1.0000295627581373,1.0000596198149652,1.000115648091219,1.0001066838642199
18000,1.0003908553067888,1.0028360406783847,1.003086952213114,1.021916728080533,1.012113424370114,1.0057825015964532,1.0002617027376839,1.0000258791545156,1.0000602943472927,1.0001211129615781,1.000116799791934
18250,1.0003896950276356,1.0027372880217826,1.0029621634616352,1.0206453642015803,1.0118854731606322,1.0058538739781284,1.0002967644088945,1.0000265922317018,1.0000618422352945,1.0001161088415094,1.0001331650500171
18500,1.000374936727847,1.0027588762323802,1.0029845386823413,1.0197913995477956,1.011957603846556,1.0057734588513119,1.0002532855143642,1.0000192984819478,1.0000594691319176,1.0001190682435714,1.0001354756712968
18750,1.000393709652837,1.0026753299166982,1.0029027053531594,1.0196356138240568,1.0118568558847947,1.0055676058489846,1.0003199849742426,1.0000206171868196,1.000062108274328,1.000120242495735,1.000134680510161
19000,1.0003978534575502,1.0025861332106254,1.0028592922020514,1.019928986250777,1.0117169136361899,1.0054270376448076,1.0003347715723527,1.000017925982394,1.0000644946694355,1.0001066503755314,1.0001234998890183
19250,1.0003648621825116,1.0024540566636286,1.0027515767274027,1.0199656786172602,1.0116441119407769,1.0051492116625538,1.0003654726301006,1.0000131276547521,1.0000576745127527,1.000098582593896,1.0001088007719872
19500,1.0003546231015594,1.0024586899123014,1.002747506677068,1.0202954983093153,1.011658956450025,1.0048489655823247,1.0003564813142576,1.0000170594017235,1.0000668917453273,1.0000835764801002,1.0001092193552108
19750,1.0003990070413522,1.0026804465565746,1.0029987464068117,1.019548082310123,1.0114788260006757,1.0046716842179144,1.0003575862836973,1.0000255728952212,1.000070425697101,1.0000879802724947,1.0001116687841305
20000,1.000405361573268,1.0031244340901069,1.003452547968855,1.0195427527878493,1.011966495989429,1.004410795721948,1.0002977660473562,1.0000238269494706,1.000083255463563,1.0000864790169866,1.000114268501014
20250,1.0003978363804693,1.0026778443760327,1.003032415100827,1.0195366587782082,1.011864373610793,1.004083865199659,1.00035194468698,1.0000227612893644,1.000078684898895,1.0000828636736894,1.0001046508982323
20500,1.0003970357571503,1.0026924552395553,1.0030544159548431,1.019264465271001,1.01139084201204,1.0041606049426752,1.000323989275108,1.0000237491459338,1.0000717270081974,1.0000853927861144,1.0001022633337546
20750,1.0004134216356848,1.0026930693563234,1.003050500915486,1.0192122676760382,1.0115553989291273,1.003737231779551,1.000314121524268,1.0000283988031167,1.000069378482492,1.0000828717414638,1.0000928493569006
21000,1.0004163109022903,1.0026379431826982,1.0030053782015744,1.0186814567533917,1.0111689387504241,1.0036579543327055,1.0003477550220452,1.000025944386397,1.0000705457737917,1.0000841501257318,1.0001021148165934
21250,1.0004244429745337,1.0026251314022725,1.0030054439704783,1.0176647682089135,1.0106196497030528,1.0042193334006768,1.0003389913125942,1.0000323848145103,1.0000769804559075,1.0000816892203301,1.0000893488585618
21500,1.000450115943941,1.002622367953861,1.0030315053779502,1.0170029611904152,1.0100844054948068,1.0043778346229597,1.0003481472567435,1.0000380233750983,1.0000764662571933,1.0000784649214303,1.000084931438649
21750,1.0005143373451888,1.0024218594732828,1.0028164888217999,1.0165341331339628,1.0100653993456405,1.0041940513057317,1.0003668252047924,1.0000464763512034,1.0000790991595387,1.0000881997729318,1.0000829906717066
