iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_5,omega_10,omega_15
21500,1.0002340446701854,1.0031739950344678,1.0031752708267279,1.0165844027622646,1.0103270166970122,1.0057094188624276,1.0006341679951378,1.0000572611956835,1.0000372428397355,1.000039177448453,1.000006562987759
21750,1.0002269446866123,1.0031474437367889,1.0031557208613782,1.016506841725512,1.009881661093328,1.0063082690480418,1.0006897274488955,1.000044550207278,1.0000373848976538,1.0000365551380859,1.0000060337485097
22000,1.0002081554110602,1.0032046207723353,1.0032269382829924,1.0161432826943928,1.0095085899494736,1.006206197477462,1.0007120177975857,1.000043827301937,1.0000333728900574,1.0000325270293378,1.0000015918458154
22250,1.0002274708040433,1.0034413455776277,1.0034652394773107,1.0160826354634636,1.0091464983190925,1.006058580639351,1.0006571669580422,1.0000432848535112,1.0000311714020582,1.0000378489968154,0.9999985643982136
22500,1.0002414754299973,1.003514543795773,1.0035518219950286,1.0159753561610327,1.008905883761207,1.006260438662941,1.0006146418768385,1.0000444643750184,1.0000281230159938,1.0000317135056809,0.9999985618040688
22750,1.0002257891697508,1.003459663463307,1.003477721985507,1.0159662370529292,1.0078542489875126,1.00612172575347,1.0006152060700215,1.0000447462409625,1.0000264722035428,1.0000290157703984,0.9999966233208113
23000,1.0002281247712996,1.0033033147375352,1.0032990274182256,1.0160771945891887,1.0076465399112744,1.006292633334618,1.0005469287942739,1.0000466529452188,1.0000228799596478,1.0000290028777556,0.9999944991933302
23250,1.000212650299027,1.0032371662423545,1.003183976506792,1.0157991278313006,1.0073693508220842,1.0060683131262267,1.0005733663469736,1.0000470225822822,1.0000215570540563,1.000025124180162,0.99999682823144
23500,1.000218386878283,1.0036735067908915,1.003626494540826,1.0153598572721487,1.0075466397772808,1.0063703212801784,1.00054148808931,1.0000444011648448,1.0000200678405375,1.0000266743900355,1.0000003633436954
23750,1.0002091395030814,1.003569397286438,1.0035231495336947,1.0146058998639937,1.0078817069296742,1.0059909719782527,1.0005462079886307,1.0000408069016353,1.0000178874978722,1.0000231788876515,1.0000000270654206
24000,1.000200624078159,1.0033851017025346,1.003325826111155,1.014171338377782,1.008004459994764,1.0058672530903991,1.000507795225202,1.000039513540952,1.0000207890779411,1.0000267802230824,1.0000010657578302
24250,1.0002403874600638,1.003059850912995,1.003014921041652,1.0139061886932577,1.0078781587623404,1.0060352857565042,1.000549284530136,1.0000361109535314,1.0000209361887071,1.0000362515522803,1.0000031192960126
24500,1.0002256506087353,1.0029805675667682,1.0029517636753114,1.0140654064748558,1.0079143919651294,1.0061695661863874,1.0005278163573263,1.000034175730005,1.0000207759907291,1.000034773584002,1.000002666630749
24750,1.000208076161684,1.0031682162684314,1.003079287236445,1.0135298652625957,1.0076678081099117,1.0059860484577106,1.0005665639682118,1.0000322704211921,1.0000198647853096,1.0000300434141975,1.000003143587773
